"stockid","B0_scalar","r","sigmaP","biomass_max","p","B0","bmsy","fmsy","msy"
"ATHAL3NOPs4VWX5Zc",5.02324181708717,0.183320213354134,0.00907483413971483,27100,0.2,136129.853243062,54707.534900279,0.152766844461778,8357.49747499822
"ATKABSAI",0.852930770202616,0.167801817495171,0.0810128967222931,1310000,0.2,1117339.30896543,449033.608605576,0.139834847912642,62790.5463670257
"ATLCROAKMATLC",1.31837037927478,0.356381061859024,0.0703510018628485,97477.5371501758,0.2,128511.497623449,51645.8886411108,0.296984218215854,15338.0138621433
"ATOOTHFISHRS",0.962594494005091,0.0768415298921835,0.00406110093453092,89300,0.2,85959.6883146546,34545.2708311851,0.0640346082434863,2212.09288434007
"AUROCKPCOAST",0.983740676911117,0.019201725919641,0.00303027635703001,6470,0.2,6364.80217961493,2557.87124630872,0.0160014382663675,40.9296188411255
"AUSSALMONNZ",0.97404475914914,0.16125117145686,0.0196274358829827,48324.341245691,0.2,47070.0713296999,18916.4059806214,0.13437597621405,2541.91052010731
"BGRDRNSWWA",1.13646002913592,0.0685257686385076,0.0437839011027532,150525,0.2,171065.645885684,68747.4464239666,0.0571048071987563,3925.80967344744
"BGROCKPCOAST",1.01457620209389,0.0677029251502482,0.00481028064249008,12900,0.2,13088.0330070112,5259.78692732897,0.0564191042918735,296.752467206006
"BIGEYEATL",0.989446042066926,0.194063566390737,0.0045091401269006,1250000,0.2,1236807.55258366,497045.216283942,0.161719638658948,80381.9727745976
"BIGEYECWPAC",0.772023924246246,0.112462525525435,0.023906782697904,3540000,0.2,2732964.69183171,1098317.21476004,0.0937187712711958,102932.939833313
"BIGEYEEPAC",1.18089226362534,0.870807890539547,0.07723550484405,296562.650560862,0.2,350208.539727546,140740.957645137,0.725673242116289,102131.947032898
"BIGEYEIO",0.981627146608858,0.111899384519635,0.0199249701646087,2620007.52904623,0.2,2571870.51483138,1033577.07804116,0.0932494870996958,96380.5324053403
"BIGHTREDSE",0.964798532866722,0.120663963755542,0.00497839138303698,16800,0.2,16208.6153521609,6513.87898347517,0.100553303129618,654.992047975027
"BKCDLFENI",0.977475121213188,0.0661599206562009,0.00966901563182593,44947.4219217474,0.2,43934.9866911804,17656.4857780271,0.0551332672135007,973.459748451343
"BKINGCRABPI",0.0426078139614689,0.172146509992942,0.0158198336473462,133000,0.2,5666.83925687537,2277.37560156064,0.143455424994118,326.701884793117
"BKINGCRABSMI",0.892704129182983,0.446704602657923,0.110489137723634,8966.42686018702,0.2,8004.36628210616,3216.77528698325,0.372253835548269,1197.4569386764
"BLACKGROUPERGMSATL",3.35793890695208,0.0678455293139303,0.0103873670267595,7877.58941110457,0.2,26452.4639765417,10630.6519967455,0.0565379410949419,601.035176392823
"BLACKOREOWECR",0.993496387002434,0.0357803568197086,0.00613889409438453,228000,0.2,226517.176236555,91032.1728059715,0.0298169640164239,2714.30302089253
"BLACKROCKCAL",0.980646285351818,0.125053638262666,0.0158687757586162,9410,0.2,9227.88154516061,3708.47863022465,0.104211365218888,386.465620940784
"BLACKROCKORECOAST",0.999819126474708,0.143285362450257,0.00240283890200986,11600,0.2,11597.9018671066,4660.93664283799,0.119404468708548,556.536663522272
"BLACKROCKWASH",1.00122497418111,0.116488466243667,0.0135890322926084,9040,0.2,9051.07376659724,3637.42354946198,0.0970737218697226,353.098241962852
"BLINGVb-VI-VII",3.19305710650275,0.0446497074640578,0.0125795189260401,226473.801808454,0.2,723143.78230118,290615.267449998,0.0372080895533815,10813.2388968595
"BLKMARLINIO",0.993482696902951,0.59132179347747,0.00887230260795559,59500,0.2,59112.2204657256,23755.8756372676,0.492768161231225,11706.139156214
"BLSHARNPAC",3.16431743441212,0.0410195666394015,0.0165338500334887,1592413.40254511,0.2,5038901.49246502,2025021.49742197,0.0341829721995012,69221.2535497674
"BLTILESATLC",1.08932991470664,0.342984836918599,0.067879415190986,883.698202926212,0.2,962.63888802002,386.862979046111,0.285820697432165,110.573446481645
"BLUEFISHATLC",1.7239268943711,0.162113823494036,0.0301937473708522,183000,0.2,315478.621669911,126783.782499803,0.135094852911696,17127.8364483994
"BLUEROCKCAL",1.0260398920963,0.0647308163822849,0.0118323333051651,13200,0.2,13543.7265756712,5442.91995228556,0.0539423469852374,293.603876679059
"BMACKECS",1.44594579573412,0.529267619325791,0.103114555689364,238000,0.2,344135.099384719,138300.178186375,0.441056349438159,60998.1717175292
"BMACKPJPN",1.43500877566058,0.455916077814745,0.132640103029988,853000,0.2,1224062.48563847,491923.259724824,0.37993006484562,186896.435966321
"BMARLINATL",1.05549422662041,0.141237519725222,0.00572615334422918,63400,0.2,66918.3339677341,26892.9775783396,0.117697933104351,3165.24787599224
"BMARLINIO",1.03215850446799,0.11669206766973,0.0043509050968121,194000,0.2,200238.74986679,80471.4626200772,0.0972433897247747,7825.3178012868
"BMARLINPAC",1.07844722346099,0.396779081145804,0.0249467540636268,131985.826745595,0.2,142339.748389991,57203.1524844035,0.33064923428817,18914.1785678374
"BNKROCKCAL",1.34770115220194,0.10279153961202,0.0265441211401713,12100,0.2,16307.1839416435,6553.4914888935,0.08565961634335,561.369566648027
"BNOSESHARATL",0.807907305611702,0.192178277201861,0.0730816391294758,928,0.2,749.73797960766,301.302878893253,0.160148564334884,48.2532234847219
"BOCACCBCW",1.05176065925944,0.0471540654658152,0.00741995549788395,43600,0.2,45856.7647437118,18428.8052757329,0.039295054554846,724.160908690559
"BOCACCSPCOAST",1.71819814665543,0.069948378411563,0.0437985656946934,60000,0.2,103091.888799326,41430.3179652641,0.0582903153429691,2414.98629895472
"BRMSOJ",1.87149920960653,0.977277405557886,0.0819469615785494,9480,0.2,17741.8125070699,7130.03653351252,0.814397837964905,5806.68633750338
"BRNROCKPCOAST",1.0018204753265,0.130840700037999,0.00418906261116928,3570,0.2,3576.49909691559,1437.3147733875,0.109033916698332,156.716059270816
"BRNSHRIMPGM",1.07134245602172,0.794838135768711,0.123717657949005,163100.160753267,0.2,174736.126798942,70222.5303815194,0.662365113140593,46512.9542811738
"BSBASSSATL",4.50398886931676,0.0915165426283556,0.0372330635640667,7880,0.2,35491.4322902161,14263.2106361787,0.0762637855236296,1087.76643683588
"BSQLOBSTERCSCH",1.02513792016086,0.178980444090978,0.062704911137366,65000,0.2,66633.9648104557,26778.6959918562,0.149150370075815,3994.0524173331
"BSQLOBSTERNCH",1.07457613892431,0.285445253789523,0.0394058295286937,24100,0.2,25897.284948076,10407.5379967512,0.237871044824603,2475.65193733896
"BUTTERGOMCHATT",0.855129661636951,0.499331486656026,0.118067020715523,135977.859058305,0.2,116278.700606645,46729.8018770276,0.416109572213355,19444.7178686648
"BWHITMEDGSA6",1.75897097402105,2.11203966614879,0.106250990466798,1103.76217836326,0.2,1941.48563396322,780.239532681977,1.76003305512399,1373.24736843477
"BWHITMEDGSA9",1.10655381268656,1.50209992048013,0.0601574039905122,463.513422333814,0.2,512.902544714877,206.124029351079,1.25174993373344,258.015740081083
"BWHITNEA",4.76991219613883,0.119530104762964,0.0612234085581285,11800000,0.2,56284963.9144382,22619664.6389686,0.0996084206358032,2253109.06999918
"CABEZNCAL",1.0300689088661,0.207239962337998,0.0418586424567227,787,0.2,810.66423127762,325.787772986441,0.172699968614998,56.2635381699085
"CABEZORECOAST",1.02086676442903,0.15835646305651,0.0251150988146059,756,0.2,771.775273908345,310.159173220625,0.131963719213759,40.929758046458
"CABEZSCAL",1.30091478976749,0.160313411722445,0.0340076884315122,1380,0.2,1795.26240987914,721.47569841465,0.133594509768704,96.3851922397385
"CALSCORPSCAL",1.13558296080464,0.239257624323849,0.0566671387892939,1920,0.2,2180.31928474491,876.221420373951,0.199381353603207,174.702212850283
"CAPENOR",0.906982377970185,0.372834290635282,0.191736906602066,7810000,0.2,7083532.37194715,2846712.79093812,0.310695242196068,884460.120043165
"CHAKESA",1.02817642475776,0.284803998396073,0.0226367399508042,635000,0.2,652892.02972118,262382.663693247,0.237336665330061,62273.0264413741
"CHERRCHVX",1.42637684219894,0.379249018260121,0.154867576211416,4250000,0.2,6062101.57934551,2436222.66402453,0.316040848550101,769945.877995299
"CHILISPCOAST",0.981754094744859,0.112834306526283,0.0205037183761601,54500,0.2,53505.5981635948,21502.6998792739,0.0940285887719023,2021.86852443388
"CHROCKCPCOAST",0.999367219550503,0.0736173793819563,0.000687475947023016,577,0.2,576.63488568064,231.736627797325,0.0613478161516302,14.2165360377091
"CHROCKNPCOAST",1.00139831788113,0.0701777686848735,0.00122092585191328,235,0.2,235.328604702066,94.5732882836878,0.0584814739040612,5.53078529078374
"CHROCKSPCOAST",0.979895867666542,0.10262077502586,0.00338873702241311,750,0.2,734.921900749907,295.348629095095,0.08551731252155,25.2574210171366
"CHSQUIDSA",0.870042417207769,0.29997597777233,0.0798569442140386,78200,0.2,68037.3170256475,27342.6717727815,0.249979981476942,6835.12058329001
"CHTRACCH",2.12103731380202,0.0958344575580806,0.0628919166450781,27111481.194169,0.2,57504463.2452741,23109754.0691206,0.0798620479650672,1845592.28792901
"CMACKPCOAST",0.332839601958945,0.141057462763464,0.032337412933206,1230000,0.2,409392.710409502,164525.748460609,0.11754788563622,19339.6538642612
"CMACKPJPN",4.87774301351109,0.13274002449913,0.0774893316403589,4740000,0.2,23120501.8840425,9291611.16096103,0.110616687082608,1027807.24428529
"CMACKTSST",2.42129356147748,0.320310993306195,0.0986336730348506,1370000,0.2,3317172.17922415,1333097.10134715,0.266925827755162,355838.047255096
"CMACKWA",1.09616242373245,1.32904137217801,0.209098721671852,632000,0.2,692774.65179891,278410.595019495,1.107534476815,308349.332694671
"COBGM",0.982257425136748,0.322961682796253,0.0272036169286378,8820,0.2,8663.51048970612,3481.67056074224,0.269134735663544,937.038486032904
"COD1f-XIV",1.32713761037384,0.140769048698634,0.0897118792171953,202000,0.2,268081.797295515,107736.061798931,0.117307540582195,12638.2524416439
"COD1IN",2.23364840164692,0.293545661230038,0.0849580629729856,97000,0.2,216663.894959751,87072.3600500544,0.244621384358365,21299.7612547943
"COD3M",2.00558083000929,0.330621026480895,0.115696999504847,104000,0.2,208580.406320967,83823.787262477,0.275517522067412,23094.9221568636
"COD3NO",0.672050537059931,0.678333587910132,0.187968878868647,166000,0.2,111560.389151949,44833.6183255966,0.56527798992511,25343.4576481628
"COD3Ps",0.715986471742895,1.01601905716851,0.311424838348153,148000,0.2,105965.997817948,42585.3579193787,0.846682547640423,36056.2793353588
"COD4VsW",0.972428930895301,0.41426736755463,0.159431353410579,315848.242740762,0.2,307139.969013559,123432.66501638,0.345222806295525,42611.7710054902
"CODBA2532",5.0167883403686,0.230300739566378,0.0457100411920489,991000,0.2,4971637.24530529,1997989.5050899,0.191917282971982,383448.717223388
"CODFAPL",1.34055163900422,0.336897564515532,0.110820413405681,166000,0.2,222531.572074701,89430.4478823868,0.28074797042961,25107.4167375911
"CODICE",1.37813610354054,0.572519813036749,0.0795817337201857,1471017.88379518,0.2,2027262.85461194,814711.473850608,0.477099844197291,388698.71723987
"CODIIIaW-IV-VIId",3.33864269969236,0.219351517120599,0.115768247223505,1210000,0.2,4039757.66662775,1623488.00259924,0.182792930933832,296762.130331029
"CODNEAR",1.64581706085592,0.308439727986489,0.0636311453877769,4360000,0.2,7175762.38533182,2883777.9647842,0.257033106655407,741226.40919289
"CODNEARNCW",1.14849638759424,0.61892762094595,0.159659600053001,148377.30383811,0.2,170410.797459042,68484.2775282286,0.515773017454958,35322.3424689572
"CODVIIek",5.00928417243703,0.230705982997602,0.0861800313383464,41400,0.2,207384.364738893,83343.1249754426,0.192254985831335,16023.1313112929
"COWCODSCAL",0.99083569503617,0.0725222105137424,0.00850363015700211,3100,0.2,3071.59065461213,1234.40339450397,0.0604351754281186,74.6013856959128
"CPANDMEDGSA15-16",0.743629911884589,0.243757889337629,0.0216687783705666,3290.42014307933,0.2,2446.85484106136,983.336082602463,0.203131574448024,199.74660667059
"CPRROCKPCOAST",0.998966925677616,0.106241174724735,0.00476695768784788,5580,0.2,5574.2354452811,2240.16020659766,0.0885343122706127,198.331043267118
"CRLOBSTERSA12",1.23983909030205,0.0183165685222253,0.00476843254627073,56600,0.2,70174.8925110962,28201.7154188755,0.0152638071018544,430.465544095109
"CROCKPCOAST",0.965961205868273,0.068231263975584,0.00665286384795864,72100,0.2,69645.8029431025,27989.0861879109,0.05685938664632,1591.4422734356
"CROCKWCVANISOGQCI",1.02997096946857,0.0867418833367245,0.0124913955452261,28300,0.2,29148.1784359605,11713.9991785464,0.0722849027806038,846.745291793297
"CSARDCSCH",0.984712107177295,0.462611883193151,0.178862690092587,3260000,0.2,3210161.46939798,1290091.89710246,0.385509902660959,497343.20167566
"CTRACSA",0.96834233758067,0.140351882167184,0.0127606814357421,1050000,0.2,1016759.4544597,408612.820883047,0.116959901805987,47791.3154071483
"CUSKVa-XIV",4.7747089479315,0.120781907777955,0.029746886475203,41400,0.2,197672.950444364,79440.3253779113,0.100651589814962,7995.79504470465
"DEEPCHAKESA",0.971385799941798,0.146354373327187,0.0132071593867554,2260000,0.2,2195331.90786846,882254.656904443,0.121961977772655,107601.522855201
"DEEPFLATHEADSE",0.980415771299776,0.141129237059048,0.0105373909555123,21100,0.2,20686.7727744253,8313.55001544226,0.117607697549206,977.737475776333
"DKROCKPCOAST",1.04339967316859,0.0468957576876719,0.00558225420249838,36500,0.2,38084.0880706535,15305.1408462953,0.0390797980730599,598.121813752961
"DSOLEGA",1.26132719113635,0.0353293298724413,0.0180180374241361,149000,0.2,187937.751479317,75527.9672547408,0.0294411082270344,2223.62705811473
"DSOLEPCOAST",1.00081871728669,0.0859359593083088,0.0086410389950357,854000,0.2,854699.184562835,343484.433096561,0.0716132994235906,24598.0535546863
"DUSROCKGA",1.51338150271142,0.0733017799420493,0.0267969125253355,94200,0.2,142560.537555416,57291.8826981321,0.0610848166183744,3499.66414833681
"ESOLEHS",1.11428372243069,0.431408749743342,0.0957393243366569,5510,0.2,6139.70331059312,2467.40905936259,0.359507291452785,887.051547837509
"ESOLEPCOAST",0.974914999687282,0.165955143958155,0.0232203669767555,72800,0.2,70973.8119772341,28522.7832341637,0.138295953298463,3944.58549809407
"EULAPCOASTCCDU",1.20566481765399,0.752376965723504,0.387378122898942,86.9,0.2,104.772272654132,42.1056265488891,0.626980804769587,26.3994196189502
"EULAPCOASTFRDU",0.616790649226529,0.728495862441669,0.252006464530178,129,0.2,79.5659937502222,31.9757883834162,0.607079885368057,19.4118579463576
"EULAPCOASTNSDU",0.654743808658034,1.37761288855537,0.275115886383364,98,0.2,64.1648932484873,25.7864315073975,1.14801074046281,29.603100328701
"FLSOLEBSAI",0.976702765304959,0.203560944889145,0.0241601317198571,963000,0.2,940564.762988676,377991.883274127,0.169634120740954,64120.320766424
"FLSOLEGA",1.12516061444303,0.103348691045269,0.0170527278497179,241000,0.2,271163.70808077,108974.61262248,0.0861239092043908,9385.31964308214
"FMEG8c9a",3.61434111742032,0.218765243945299,0.0817851265457652,8070,0.2,29167.732817582,11721.8576459547,0.182304369954415,2136.94587284112
"FSCADWA",0.62419265567598,1.28750845694792,0.0378399388719287,242000,0.2,151054.622673587,60705.4650019239,1.07292371412326,65132.3329774439
"GAGGM",0.789369843436877,0.14468137226732,0.0646319741827014,26097.1805124887,0.2,20600.3272952871,8278.80951617441,0.120567810222767,998.157934616553
"GAGSATLC",0.99174225037241,0.188223157320022,0.0253774087274551,8350,0.2,8281.04779060962,3327.96737984247,0.156852631100018,522.000439743325
"GHAL23KLMNO",1.04047294189246,0.150351070317259,0.0908011344100072,224000,0.2,233065.938983911,93663.9736785908,0.125292558597716,11735.3989106198
"GHAL4RST",0.424536749367368,0.0327625099421406,0.0843115469915529,446000,0.2,189343.390217846,76092.8619381133,0.0273020916184505,2077.49428814447
"GHALNEAR",1.14645135275241,0.160905720715059,0.0260853410094759,684000,0.2,784172.725282651,315141.430878123,0.134088100595883,42256.7158855161
"GOLDREDV-VI-XII-XIV",3.50556546160816,0.0809291461921842,0.0184961102162148,760000,0.2,2664229.75082221,1070694.18355445,0.0674409551601535,72208.6384233327
"GOPHERSPCOAST",4.99918045937417,0.0233169106498801,0.0515487652091812,3000,0.2,14997.5413781225,6027.17551525628,0.0194307588749001,117.112594133646
"GRAMBERGM",0.983148793718036,0.246812399533716,0.020141349434689,19300,0.2,18974.7717187581,7625.53518790111,0.20567699961143,1568.39719787888
"GRAMBERSATLC",0.831100198937727,0.0715381601490296,0.0249150510474457,14600,0.2,12134.0629044908,4876.40773875178,0.0596151334575247,290.707698138993
"GRNSTROCKPCOAST",0.992995353516563,0.0905482714061493,0.00446337495473904,33500,0.2,33265.3443428049,13368.5958167779,0.0754568928384577,1008.75270194727
"GRSHRIMPMEDGSA10",0.958782417261405,0.954222776980061,0.131974495289599,1455.19335815828,0.2,1395.21380551774,560.705136605315,0.795185647483383,445.864677098756
"GRSHRIMPMEDGSA11",1.26574186715787,1.09752635082361,0.189863386203472,161.780885301319,0.2,204.772839831745,82.2936116864975,0.914605292353007,75.2661727753138
"GRSHRIMPMEDGSA12-16",1.15877333183667,1.54891337673821,0.185947263208005,4524.0856305929,0.2,5242.38977967655,2106.79887622032,1.29076114728184,2719.37413456224
"GRSHRIMPMEDGSA18-19",0.952865873446203,1.3314753623704,0.127792344757058,2172.98601154462,0.2,2070.56421387685,832.113318976999,1.10956280197534,923.281985765116
"GRSHRIMPMEDGSA9",0.890483704430256,0.610015941803134,0.164370889415398,399.71973224682,0.2,355.943907905018,143.04587348292,0.508346618169279,72.7168860281126
"GRSPROCKNCAL",0.980271954729856,0.0690538005955707,0.00323813904480511,3160,0.2,3097.65937694635,1244.87982934122,0.0575448338296422,71.6364029173139
"GRSPROCKSCAL",0.983613310840649,0.0577286146530262,0.00220354103084937,4330,0.2,4259.04563594001,1711.61491927887,0.0481071788775218,82.3409650911839
"GSTRGZRSTA7",0.931070133350004,0.193374705360251,0.030630939260408,9725.95133961269,0.2,9055.54281072883,3639.21955806682,0.161145587800209,586.444174818696
"GTRIGGM",1.01174815767806,0.187554641572456,0.0227532782909725,31500,0.2,31870.0669668589,12807.8651326433,0.156295534643713,2001.81212855105
"HAD3LNO",0.603703852845217,0.645556521985964,0.211215847198978,25800,0.2,15575.5594034066,6259.4679958392,0.537963768321636,3367.36699073034
"HAD4X5Y",0.38457009211944,0.68776856203364,0.151348914650252,232000,0.2,89220.26137171,35855.6220147369,0.573140468361367,20550.3079949144
"HAD5Y",3.69939963144445,0.102201973350944,0.103692337440385,28059.1916446243,0.2,103802.163228752,41715.7613284274,0.0851683111257868,3552.86093966857
"HADFAPL",1.31676322053029,0.269868113141874,0.100235107607462,149000,0.2,196197.719859014,78847.4632921063,0.224890094284895,17732.0134538866
"HADGB",5.00127579545046,0.105935003713045,0.111054492674785,344233.286713568,0.2,1721605.60482892,691874.680438579,0.0882791697608706,61078.1223676854
"HADICE",4.11844882381563,0.22517592413347,0.0751011718285068,298000,0.2,1227297.74949706,493223.439709144,0.187646603444558,92551.7032006629
"HADIS",0.56921117941016,0.803403950268456,0.225070983171972,36900,0.2,21003.8925202349,8440.99332892671,0.66950329189038,5651.27282054117
"HADNEAR",1.669612845237,0.243441592452752,0.0728714516656766,1440000,0.2,2404242.49714128,966211.137289931,0.202867993710627,196013.314922871
"HADNS-IIIa-VIa",0.795447082358185,0.196464219341514,0.123572436587193,2670000,0.2,2123843.70989635,853525.153475579,0.163720182784595,139739.294138271
"HADVIIb-k",1.08154092859543,0.367858379946402,0.117966723043574,136000,0.2,147089.566288979,59111.9977691691,0.306548649955335,18120.7031123015
"HAKEMEDGSA1-7",1.07715443337684,0.864479016449196,0.13627425702115,25134.849274752,0.2,27074.1143285578,10880.4793308569,0.72039918037433,7838.28839202912
"HAKEMEDGSA17-18",1.69502697626957,1.91867009169541,0.187610882425542,6916.07201510429,0.2,11722.9286354248,4711.18209692676,1.59889174307951,7532.67015492021
"HAKEMEDGSA19",1.32745956878595,1.05773779566989,0.167160570375866,2354.76183154117,0.2,3125.85112549127,1256.20946079735,0.881448163058241,1107.28352163621
"HAKEMEDGSA7",3.91892902692956,0.47883558507554,0.164730237104425,3967.9630354457,0.2,15550.1655173917,6249.26276258346,0.399029654229617,2493.6411593437
"HAKEMEDGSA9-11",1.70267702504417,0.749561846636139,0.0692730609482305,7936.81752660838,0.2,13513.836854524,5430.90794372266,0.624634872196782,3392.33448933969
"HAKENRTN",2.42529056605425,0.379123030340811,0.0494860688905469,391000,0.2,948288.611327213,381095.924691042,0.315935858617342,120401.868182834
"HAKESOTH",1.92504569308603,0.486475428796021,0.0655637530617699,54700,0.2,105299.999411806,42317.7080969514,0.405396190663351,17155.4376601077
"HERR2224IIIa",4.04078169349925,0.182429545001202,0.039229149698521,591000,0.2,2388101.98085805,959724.625794936,0.152024620834335,145901.772341849
"HERR2529-32",2.31814243434626,0.0992828003042121,0.0450554561667997,2660000,0.2,6166258.87536104,2478081.14525505,0.0827356669201767,205025.696234992
"HERR30-31",1.90785741456972,0.14094665996544,0.0568022192918264,845499.866095428,0.2,1613093.18854787,648265.974049909,0.1174555499712,76142.4365096475
"HERR4RFA",0.746247664039969,0.294270620555029,0.0737981477303786,130693.179454586,0.2,97529.4798739413,39194.9105717678,0.245225517129191,9611.59221379415
"HERR4RSP",0.855154340524597,0.172499200518545,0.0799178501803065,235000,0.2,200961.27002328,80761.8272663003,0.143749333765454,11609.4588632114
