"source","sink","species","portion"
"United States","Bermuda","Coryphaena hippurus",5.41421193472914e-07
"United States","Bermuda","Epinephelus morio",0
"United States","Bermuda","Istiophorus albicans",0
"United States","Bermuda","Tetrapturus pfluegeri",0
"United States","Bermuda","Thunnus atlanticus",0.000262224576688953
"United States","Bermuda","Xiphias gladius",2.65151763447761e-08
"United States","Bermuda","Ablennes",0
"United States","Bermuda","Achirus",0
"United States","Bermuda","Albula",0
"United States","Bermuda","Ammodytes",0
"United States","Bermuda","Anchoviella",0
"United States","Bermuda","Anguilla",0
"United States","Bermuda","Anoplopoma",0
"United States","Bermuda","Argentina",0
"United States","Bermuda","Arius",0
"United States","Bermuda","Bathylagus",0
"United States","Bermuda","Belone",0
"United States","Bermuda","Beryx",0
"United States","Bermuda","Brevoortia",0
"United States","Bermuda","Caulolatilus",0
"United States","Bermuda","Centropomus",0
"United States","Bermuda","Chaetodipterus",0
"United States","Bermuda","Citharichthys",0
"United States","Bermuda","Clupea",0
"United States","Bermuda","Cololabis",0
"United States","Bermuda","Conger",0
"United States","Bermuda","Coryphaena",0
"United States","Bermuda","Coryphaenoides",0
"United States","Bermuda","Cyclopterus",0
"United States","Bermuda","Cypselurus",0
"United States","Bermuda","Dentex",0
"United States","Bermuda","Elops",0
"United States","Bermuda","Engraulis",0
"United States","Bermuda","Eopsetta",0
"United States","Bermuda","Epinephelus",0
"United States","Bermuda","Euthynnus",0
"United States","Bermuda","Fistularia",0
"United States","Bermuda","Gadus",0
"United States","Bermuda","Gymnothorax",2.95758011416811e-07
"United States","Bermuda","Helicolenus",0
"United States","Bermuda","Hemiramphus",0
"United States","Bermuda","Hyperoglyphe",0
"United States","Bermuda","Hypomesus",0
"United States","Bermuda","Istiophorus",0
"United States","Bermuda","Kajikia",0
"United States","Bermuda","Lepidion",0
"United States","Bermuda","Lepidopsetta",0
"United States","Bermuda","Limanda",0
"United States","Bermuda","Liza",0
"United States","Bermuda","Lobotes",0
"United States","Bermuda","Lophius",0
"United States","Bermuda","Lopholatilus",0
"United States","Bermuda","Lycodes",0
"United States","Bermuda","Macrourus",0
"United States","Bermuda","Makaira",0
"United States","Bermuda","Megalops",0
"United States","Bermuda","Melanogrammus",0
"United States","Bermuda","Merluccius",0
"United States","Bermuda","Microstomus",0
"United States","Bermuda","Molva",0
"United States","Bermuda","Mugil",0
"United States","Bermuda","Myripristis",0
"United States","Bermuda","Notolepis",0
"United States","Bermuda","Notoscopelus",0
"United States","Bermuda","Ophiodon",0
"United States","Bermuda","Pagrus",0
"United States","Bermuda","Paralichthys",0
"United States","Bermuda","Peprilus",0
"United States","Bermuda","Petromyzon",0
"United States","Bermuda","Phycis",0
"United States","Bermuda","Platichthys",0
"United States","Bermuda","Pollachius",0
"United States","Bermuda","Polydactylus",0
"United States","Bermuda","Polynemus",0
"United States","Bermuda","Polyprion",0
"United States","Bermuda","Pomatomus",0
"United States","Bermuda","Pontinus",0
"United States","Bermuda","Porichthys",0
"United States","Bermuda","Priacanthus",0
"United States","Bermuda","Psettichthys",0
"United States","Bermuda","Pseudopleuronectes",0
"United States","Bermuda","Rachycentron",0
"United States","Bermuda","Regalecus",0
"United States","Bermuda","Sarda",0
"United States","Bermuda","Sardinops",0
"United States","Bermuda","Scomber",1.68165080342627e-08
"United States","Bermuda","Sebastes",0
"United States","Bermuda","Sebastolobus",0
"United States","Bermuda","Serranus",0
"United States","Bermuda","Sphyraena",0
"United States","Bermuda","Spratelloides",0
"United States","Bermuda","Stereolepis",0
"United States","Bermuda","Tetrapturus",0
"United States","Bermuda","Theragra",0
"United States","Bermuda","Thunnus",0
"United States","Bermuda","Trachipterus",0
"United States","Bermuda","Trisopterus",0
"United States","Bermuda","Tylosurus",0
"United States","Bermuda","Urophycis",0
"United States","Bermuda","Xiphias",0
"United States","Bermuda","Ctenochaetus",0
"United States","Bermuda","Polymixia",0
"United States","Bermuda","Acipenser",0
"Panama","Bermuda","Anguilla",NA
"Panama","Bermuda","Coryphaena",NA
"Bermuda","Bermuda","Acanthocybium solandri",0.0129211391974442
"Bermuda","Bermuda","Auxis thazard",0
"Bermuda","Bermuda","Carcharhinus limbatus",0
"Bermuda","Bermuda","Carcharhinus longimanus",0
"Bermuda","Bermuda","Cephalopholis fulva",0
"Bermuda","Bermuda","Epinephelus guttatus",0.000772464074109825
"Bermuda","Bermuda","Epinephelus striatus",0
"Bermuda","Bermuda","Galeocerdo cuvier",1.64082148082469e-06
"Bermuda","Bermuda","Katsuwonus pelamis",1.28642023007248e-06
"Bermuda","Bermuda","Lamna nasus",0
"Bermuda","Bermuda","Lutjanus synagris",4.11565171610891e-05
"Bermuda","Bermuda","Negaprion brevirostris",0
"Bermuda","Bermuda","Prionace glauca",4.58194405597649e-06
"Bermuda","Bermuda","Sarda sarda",1.16118691437904e-06
"Bermuda","Bermuda","Tetrapturus pfluegeri",0
"Bermuda","Bermuda","Thunnus obesus",3.983040468658e-07
"Bermuda","Bermuda","Xiphias gladius",1.69291148720011e-05
"Bermuda","Bermuda","Acanthocybium",0
"Bermuda","Bermuda","Achirus",0
"Bermuda","Bermuda","Anguilla",0
"Bermuda","Bermuda","Apristurus",0
"Bermuda","Bermuda","Auxis",0
"Bermuda","Bermuda","Boops",0
"Bermuda","Bermuda","Brosme",0
"Bermuda","Bermuda","Carcharhinus",0
"Bermuda","Bermuda","Cephalopholis",0
"Bermuda","Bermuda","Cetorhinus",0
"Bermuda","Bermuda","Coryphaena",0
"Bermuda","Bermuda","Coryphaenoides",0
"Bermuda","Bermuda","Cyclopterus",0
"Bermuda","Bermuda","Dentex",0
"Bermuda","Bermuda","Epinephelus",0
"Bermuda","Bermuda","Etmopterus",0
"Bermuda","Bermuda","Euthynnus",0
"Bermuda","Bermuda","Galeocerdo",0
"Bermuda","Bermuda","Galeus",0
"Bermuda","Bermuda","Hemiramphus",0
"Bermuda","Bermuda","Holocentrus",0
"Bermuda","Bermuda","Isurus",5.04226661526815e-06
"Bermuda","Bermuda","Katsuwonus",0
"Bermuda","Bermuda","Lamna",0
"Bermuda","Bermuda","Lophius",0
"Bermuda","Bermuda","Lutjanus",0
"Bermuda","Bermuda","Macrourus",0
"Bermuda","Bermuda","Melanogrammus",0
"Bermuda","Bermuda","Merluccius",0
"Bermuda","Bermuda","Molva",0
"Bermuda","Bermuda","Mustelus",0
"Bermuda","Bermuda","Mycteroperca",0
"Bermuda","Bermuda","Negaprion",0
"Bermuda","Bermuda","Notoscopelus",0
"Bermuda","Bermuda","Petromyzon",0
"Bermuda","Bermuda","Phycis",0
"Bermuda","Bermuda","Pollachius",0
"Bermuda","Bermuda","Prionace",0
"Bermuda","Bermuda","Rhizoprionodon",0
"Bermuda","Bermuda","Sarda",0
"Bermuda","Bermuda","Scarus",0
"Bermuda","Bermuda","Scomber",2.08221953312835e-05
"Bermuda","Bermuda","Scyliorhinus",0
"Bermuda","Bermuda","Serranus",0
"Bermuda","Bermuda","Sparisoma",0
"Bermuda","Bermuda","Sprattus",0
"Bermuda","Bermuda","Squalus",0
"Bermuda","Bermuda","Tetrapturus",0
"Bermuda","Bermuda","Thunnus",0
"Bermuda","Bermuda","Trisopterus",0
"Bermuda","Bermuda","Urophycis",0
"Bermuda","Bermuda","Xiphias",0
"Mexico","Bermuda","Coryphaena hippurus",4.99875519724808e-09
"Mexico","Bermuda","Xiphias gladius",2.71814118642777e-10
"Mexico","Bermuda","Anguilla",0
"Mexico","Bermuda","Argentina",0
"Mexico","Bermuda","Bathylagus",0
"Mexico","Bermuda","Centropomus",0
"Mexico","Bermuda","Coryphaena",0
"Mexico","Bermuda","Coryphaenoides",0
"Mexico","Bermuda","Cypselurus",0
"Mexico","Bermuda","Eucinostomus",0
"Mexico","Bermuda","Fistularia",0
"Mexico","Bermuda","Gerres",0
"Mexico","Bermuda","Hemiramphus",0
"Mexico","Bermuda","Hypomesus",0
"Mexico","Bermuda","Istiophorus",0
"Mexico","Bermuda","Lepidion",0
"Mexico","Bermuda","Macrourus",0
"Mexico","Bermuda","Megalops",0
"Mexico","Bermuda","Notolepis",0
"Mexico","Bermuda","Notoscopelus",0
"Mexico","Bermuda","Porichthys",0
"Mexico","Bermuda","Rachycentron",0
"Mexico","Bermuda","Regalecus",0
"Mexico","Bermuda","Trisopterus",0
"Mexico","Bermuda","Xiphias",0
"Mexico","Bermuda","Sectator",0
"Bahamas","Bermuda","Tetrapturus pfluegeri",0
"Bahamas","Bermuda","Xiphias gladius",1.05371306300002e-07
"Bahamas","Bermuda","Albula",0
"Bahamas","Bermuda","Anguilla",0
"Bahamas","Bermuda","Belone",0
"Bahamas","Bermuda","Coryphaena",0
"Bahamas","Bermuda","Dentex",0
"Bahamas","Bermuda","Hemiramphus",0
"Bahamas","Bermuda","Macrourus",0
"Bahamas","Bermuda","Merluccius",0
"Bahamas","Bermuda","Tetrapturus",0
"Bahamas","Bermuda","Trisopterus",0
"Bahamas","Bermuda","Tylosurus",0
"Bahamas","Bermuda","Xiphias",0
"Cuba","Bermuda","Coryphaena hippurus",9.69250160279629e-08
"Cuba","Bermuda","Istiophorus albicans",0
"Cuba","Bermuda","Tetrapturus pfluegeri",0
"Cuba","Bermuda","Xiphias gladius",1.51524853596109e-08
"Cuba","Bermuda","Albula",0
"Cuba","Bermuda","Anguilla",0
"Cuba","Bermuda","Centropomus",0
"Cuba","Bermuda","Coryphaena",0
"Cuba","Bermuda","Gerres",0
"Cuba","Bermuda","Hemiramphus",0
"Cuba","Bermuda","Istiophorus",0
"Cuba","Bermuda","Liza",0
"Cuba","Bermuda","Macrourus",0
"Cuba","Bermuda","Makaira",0
"Cuba","Bermuda","Merluccius",0
"Cuba","Bermuda","Mugil",0
"Cuba","Bermuda","Sphyraena",0
"Cuba","Bermuda","Tetrapturus",0
"Cuba","Bermuda","Trichiurus",0
"Cuba","Bermuda","Trisopterus",0
"Cuba","Bermuda","Xiphias",0
"Turks and Caicos Islands","Bermuda","Anguilla",NA
"Turks and Caicos Islands","Bermuda","Coryphaena",NA
"Cayman Islands","Bermuda","Anguilla",NA
"Cayman Islands","Bermuda","Coryphaena",NA
"Dominican Republic","Bermuda","Anguilla",NA
"Dominican Republic","Bermuda","Coryphaena",NA
"Puerto Rico","Bermuda","Anguilla",NA
"Puerto Rico","Bermuda","Coryphaena",NA
"British Virgin Islands","Bermuda","Anguilla",NA
"British Virgin Islands","Bermuda","Coryphaena",NA
"Anguilla","Bermuda","Anguilla",NA
"Anguilla","Bermuda","Coryphaena",NA
"Venezuela","Bermuda","Anguilla",NA
"Colombia - Jamaica","Bermuda","Anguilla",NA
"Colombia - Jamaica","Bermuda","Coryphaena",NA
"Jamaica","Bermuda","Anguilla",NA
"Jamaica","Bermuda","Coryphaena",NA
"Colombia","Bermuda","Anguilla",NA
"Colombia","Bermuda","Coryphaena",NA
"Nicaragua","Bermuda","Tetrapturus pfluegeri",0
"Nicaragua","Bermuda","Xiphias gladius",1.94293672554348e-09
"Nicaragua","Bermuda","Anguilla",0
"Nicaragua","Bermuda","Coryphaena",0
"Nicaragua","Bermuda","Hemiramphus",0
"Nicaragua","Bermuda","Istiophorus",0
"Nicaragua","Bermuda","Kajikia",0
"Nicaragua","Bermuda","Makaira",0
"Nicaragua","Bermuda","Tetrapturus",0
"Nicaragua","Bermuda","Xiphias",0
"Honduras","Bermuda","Tetrapturus pfluegeri",0
"Honduras","Bermuda","Xiphias gladius",5.82881017663044e-09
"Honduras","Bermuda","Anguilla",0
"Honduras","Bermuda","Coryphaena",0
"Honduras","Bermuda","Hemiramphus",0
"Honduras","Bermuda","Istiophorus",0
"Honduras","Bermuda","Kajikia",0
"Honduras","Bermuda","Makaira",0
"Honduras","Bermuda","Tetrapturus",0
"Honduras","Bermuda","Trisopterus",0
"Honduras","Bermuda","Xiphias",0
"Canada","Bermuda","Bathylagus",NA
"Canada","Bermuda","Clupea",NA
"Canada","Bermuda","Coryphaenoides",NA
"Canada","Bermuda","Lophius",NA
"Canada","Bermuda","Macrourus",NA
"Canada","Bermuda","Melanogrammus",NA
"Canada","Bermuda","Pollachius",NA
"Canada","Bermuda","Trisopterus",NA
"United States","Cuba","Acanthocybium solandri",0
"United States","Cuba","Coryphaena hippurus",0
"United States","Cuba","Epinephelus morio",0
"United States","Cuba","Epinephelus striatus",1.69043097314139e-06
"United States","Cuba","Euthynnus alletteratus",0
"United States","Cuba","Istiophorus albicans",2.40386263345027e-08
"United States","Cuba","Katsuwonus pelamis",1.40336205073951e-07
"United States","Cuba","Lutjanus analis",0
"United States","Cuba","Lutjanus purpureus",2.49352786703362e-07
"United States","Cuba","Lutjanus synagris",1.79883589752377e-05
"United States","Cuba","Ocyurus chrysurus",4.74601298095265e-06
"United States","Cuba","Sarda sarda",0
"United States","Cuba","Tetrapturus pfluegeri",0
"United States","Cuba","Thunnus alalunga",0
"United States","Cuba","Thunnus atlanticus",0
"United States","Cuba","Thunnus obesus",0
"United States","Cuba","Xiphias gladius",0
"United States","Cuba","Ablennes",0
"United States","Cuba","Acanthocybium",0
"United States","Cuba","Achirus",0
"United States","Cuba","Albula",0
"United States","Cuba","Ammodytes",0
"United States","Cuba","Anchoa",0
"United States","Cuba","Anchoviella",0
"United States","Cuba","Anguilla",0
"United States","Cuba","Anoplopoma",0
"United States","Cuba","Archosargus",0
"United States","Cuba","Argentina",0
"United States","Cuba","Arius",0
"United States","Cuba","Atractoscion",0
"United States","Cuba","Bairdiella",0
"United States","Cuba","Balistes",0
"United States","Cuba","Bathylagus",0
"United States","Cuba","Belone",0
"United States","Cuba","Beryx",0
"United States","Cuba","Boops",0
"United States","Cuba","Brevoortia",0
"United States","Cuba","Brosme",0
"United States","Cuba","Calamus",1.49450653954249e-05
"United States","Cuba","Caulolatilus",0
"United States","Cuba","Centropomus",0
"United States","Cuba","Centropristis",0
"United States","Cuba","Cephalopholis",0
"United States","Cuba","Chaetodipterus",0
"United States","Cuba","Citharichthys",0
"United States","Cuba","Clupea",0
"United States","Cuba","Cololabis",0
"United States","Cuba","Conger",0
"United States","Cuba","Coregonus",0
"United States","Cuba","Coryphaena",0
"United States","Cuba","Coryphaenoides",0
"United States","Cuba","Cyclopterus",0
"United States","Cuba","Cynoscion",0
"United States","Cuba","Cypselurus",0
"United States","Cuba","Dentex",0
"United States","Cuba","Diplectrum",0
"United States","Cuba","Elops",0
"United States","Cuba","Enchelyopus",0
"United States","Cuba","Engraulis",0
"United States","Cuba","Eopsetta",0
"United States","Cuba","Epinephelus",0
"United States","Cuba","Euthynnus",0
"United States","Cuba","Fistularia",0
"United States","Cuba","Gadus",0
"United States","Cuba","Gaidropsarus",0
"United States","Cuba","Gymnothorax",0
"United States","Cuba","Helicolenus",0
"United States","Cuba","Hemiramphus",0
"United States","Cuba","Hippocampus",5.9552699956703e-08
"United States","Cuba","Hyperoglyphe",0
"United States","Cuba","Hypomesus",0
"United States","Cuba","Hyporthodus",0
"United States","Cuba","Istiophorus",0
"United States","Cuba","Kajikia",0
"United States","Cuba","Katsuwonus",0
"United States","Cuba","Leiostomus",0
"United States","Cuba","Lepidion",0
"United States","Cuba","Lepidopsetta",0
"United States","Cuba","Limanda",0
"United States","Cuba","Liza",0
"United States","Cuba","Lobotes",0
"United States","Cuba","Lophius",0
"United States","Cuba","Lopholatilus",0
"United States","Cuba","Lutjanus",0
"United States","Cuba","Lycodes",0
"United States","Cuba","Macrourus",0
"United States","Cuba","Makaira",0
"United States","Cuba","Megalops",0
"United States","Cuba","Melanogrammus",0
"United States","Cuba","Menidia",0
"United States","Cuba","Menticirrhus",0
"United States","Cuba","Merluccius",0
"United States","Cuba","Micropogonias",0
"United States","Cuba","Microstomus",0
"United States","Cuba","Molva",0
"United States","Cuba","Mugil",0
"United States","Cuba","Mycteroperca",0
"United States","Cuba","Myripristis",0
"United States","Cuba","Notolepis",0
"United States","Cuba","Notoscopelus",0
"United States","Cuba","Ocyurus",0
"United States","Cuba","Oncorhynchus",0
"United States","Cuba","Ophiodon",0
"United States","Cuba","Pagrus",0
"United States","Cuba","Paralabrax",0
"United States","Cuba","Paralichthys",0
"United States","Cuba","Peprilus",0
"United States","Cuba","Petromyzon",0
"United States","Cuba","Phycis",0
"United States","Cuba","Platichthys",0
"United States","Cuba","Pollachius",0
"United States","Cuba","Polydactylus",0
"United States","Cuba","Polynemus",0
"United States","Cuba","Polyprion",0
"United States","Cuba","Pomatomus",0
"United States","Cuba","Pontinus",0
"United States","Cuba","Porichthys",0
"United States","Cuba","Priacanthus",0
"United States","Cuba","Prionotus",0
"United States","Cuba","Psettichthys",0
"United States","Cuba","Pseudopleuronectes",0
"United States","Cuba","Rachycentron",0
"United States","Cuba","Regalecus",0
"United States","Cuba","Rhomboplites",0
"United States","Cuba","Salmo",0
"United States","Cuba","Salvelinus",0
"United States","Cuba","Sarda",0
"United States","Cuba","Sardinops",0
"United States","Cuba","Sargocentron",0
"United States","Cuba","Sciaenops",0
"United States","Cuba","Scomber",0
"United States","Cuba","Scophthalmus",0
"United States","Cuba","Scorpaena",0
"United States","Cuba","Sebastes",0
"United States","Cuba","Sebastolobus",0
"United States","Cuba","Serranus",0
"United States","Cuba","Sphoeroides",3.9811868585577e-08
"United States","Cuba","Sphyraena",0
"United States","Cuba","Spratelloides",0
"United States","Cuba","Stenotomus",0
"United States","Cuba","Stereolepis",0
"United States","Cuba","Stolephorus",0
"United States","Cuba","Tautoga",0
"United States","Cuba","Tautogolabrus",0
"United States","Cuba","Tetrapturus",0
"United States","Cuba","Theragra",0
"United States","Cuba","Thunnus",0
"United States","Cuba","Trachipterus",0
"United States","Cuba","Trigla",0
"United States","Cuba","Trisopterus",0
"United States","Cuba","Tylosurus",0
"United States","Cuba","Urophycis",0
"United States","Cuba","Xiphias",0
"United States","Cuba","Ctenochaetus",0
"United States","Cuba","Polymixia",0
"United States","Cuba","Acipenser",0
"Panama","Cuba","Coryphaena hippurus",NA
"Panama","Cuba","Tetrapturus pfluegeri",NA
"Panama","Cuba","Xiphias gladius",NA
"Panama","Cuba","Achirus",NA
"Panama","Cuba","Anguilla",NA
"Panama","Cuba","Coryphaena",NA
"Panama","Cuba","Dentex",NA
"Panama","Cuba","Elops",NA
"Panama","Cuba","Hemiramphus",NA
"Panama","Cuba","Istiophorus",NA
"Panama","Cuba","Kajikia",NA
"Panama","Cuba","Macrourus",NA
"Panama","Cuba","Makaira",NA
"Panama","Cuba","Merluccius",NA
"Panama","Cuba","Sebastes",NA
"Panama","Cuba","Tetrapturus",NA
"Panama","Cuba","Trisopterus",NA
"Panama","Cuba","Xiphias",NA
"Mexico","Cuba","Acanthocybium solandri",0
"Mexico","Cuba","Coryphaena hippurus",0
"Mexico","Cuba","Epinephelus morio",0
"Mexico","Cuba","Epinephelus striatus",6.59128820102741e-06
"Mexico","Cuba","Euthynnus alletteratus",0
"Mexico","Cuba","Katsuwonus pelamis",2.47003820787937e-06
"Mexico","Cuba","Lutjanus purpureus",8.9714004847242e-06
"Mexico","Cuba","Tetrapturus pfluegeri",0
"Mexico","Cuba","Thunnus albacares",5.38914969613172e-07
"Mexico","Cuba","Thunnus atlanticus",0
"Mexico","Cuba","Thunnus obesus",0
"Mexico","Cuba","Xiphias gladius",0
"Mexico","Cuba","Acanthocybium",0
"Mexico","Cuba","Achirus",0
"Mexico","Cuba","Anchoa",0
"Mexico","Cuba","Anchoviella",0
"Mexico","Cuba","Anguilla",0
"Mexico","Cuba","Archosargus",0
"Mexico","Cuba","Argentina",0
"Mexico","Cuba","Atractoscion",0
"Mexico","Cuba","Bairdiella",0
"Mexico","Cuba","Bathylagus",0
"Mexico","Cuba","Boops",0
"Mexico","Cuba","Brosme",0
"Mexico","Cuba","Calamus",0.000154417715888431
"Mexico","Cuba","Centropomus",0
"Mexico","Cuba","Coryphaena",0
"Mexico","Cuba","Coryphaenoides",0
"Mexico","Cuba","Cynoscion",0
"Mexico","Cuba","Cypselurus",0
"Mexico","Cuba","Dentex",0
"Mexico","Cuba","Epinephelus",0
"Mexico","Cuba","Eucinostomus",3.15322075282307e-05
"Mexico","Cuba","Euthynnus",0
"Mexico","Cuba","Fistularia",0
"Mexico","Cuba","Gerres",0
"Mexico","Cuba","Hemiramphus",0
"Mexico","Cuba","Hypomesus",0
"Mexico","Cuba","Istiophorus",0
"Mexico","Cuba","Kajikia",0
"Mexico","Cuba","Katsuwonus",0
"Mexico","Cuba","Lepidion",0
"Mexico","Cuba","Liza",0
"Mexico","Cuba","Lutjanus",0
"Mexico","Cuba","Macrourus",0
"Mexico","Cuba","Makaira",0
"Mexico","Cuba","Megalops",0
"Mexico","Cuba","Merluccius",0
"Mexico","Cuba","Mugil",0
"Mexico","Cuba","Mycteroperca",0
"Mexico","Cuba","Myripristis",0
"Mexico","Cuba","Notolepis",0
"Mexico","Cuba","Notoscopelus",0
"Mexico","Cuba","Pogonias",0
"Mexico","Cuba","Pontinus",0
"Mexico","Cuba","Porichthys",0
"Mexico","Cuba","Rachycentron",0
"Mexico","Cuba","Regalecus",0
"Mexico","Cuba","Sargocentron",0
"Mexico","Cuba","Scomber",0
"Mexico","Cuba","Scorpaena",0
"Mexico","Cuba","Sebastes",0
"Mexico","Cuba","Serranus",0
"Mexico","Cuba","Stolephorus",0
"Mexico","Cuba","Tetrapturus",0
"Mexico","Cuba","Thunnus",0
"Mexico","Cuba","Trisopterus",0
"Mexico","Cuba","Xiphias",0
"Mexico","Cuba","Dermatolepis",0
"Mexico","Cuba","Kyphosus",0
"Mexico","Cuba","Sectator",0
"Mexico","Cuba","Paranthias",0
"Bahamas","Cuba","Epinephelus striatus",0.000814532649421903
"Bahamas","Cuba","Euthynnus alletteratus",0
"Bahamas","Cuba","Katsuwonus pelamis",3.65096389171522e-05
"Bahamas","Cuba","Lutjanus analis",0
"Bahamas","Cuba","Lutjanus purpureus",0.00163926873343919
"Bahamas","Cuba","Tetrapturus pfluegeri",0
"Bahamas","Cuba","Thunnus obesus",0
"Bahamas","Cuba","Xiphias gladius",0
"Bahamas","Cuba","Achirus",0
"Bahamas","Cuba","Albula",0
"Bahamas","Cuba","Anguilla",0
"Bahamas","Cuba","Belone",0
"Bahamas","Cuba","Boops",0
"Bahamas","Cuba","Brosme",0
"Bahamas","Cuba","Cephalopholis",0
"Bahamas","Cuba","Coryphaena",0
"Bahamas","Cuba","Dentex",0
"Bahamas","Cuba","Epinephelus",0
"Bahamas","Cuba","Euthynnus",0
"Bahamas","Cuba","Hemiramphus",0
"Bahamas","Cuba","Katsuwonus",0
"Bahamas","Cuba","Lutjanus",0
"Bahamas","Cuba","Macrourus",0
"Bahamas","Cuba","Merluccius",0
"Bahamas","Cuba","Mycteroperca",0
"Bahamas","Cuba","Scomber",0
"Bahamas","Cuba","Serranus",0
"Bahamas","Cuba","Tetrapturus",0
"Bahamas","Cuba","Thunnus",0
"Bahamas","Cuba","Trisopterus",0
"Bahamas","Cuba","Tylosurus",0
"Bahamas","Cuba","Xiphias",0
"Bahamas","Cuba","Acanthurus",0.000109784586860987
"Cuba","Cuba","Coryphaena hippurus",0
"Cuba","Cuba","Epinephelus morio",0
"Cuba","Cuba","Epinephelus striatus",0.000451827350066927
"Cuba","Cuba","Euthynnus alletteratus",0
"Cuba","Cuba","Istiophorus albicans",6.68592773421353e-05
"Cuba","Cuba","Kajikia albida",0
"Cuba","Cuba","Katsuwonus pelamis",2.56717817868586e-05
"Cuba","Cuba","Lutjanus analis",0
"Cuba","Cuba","Lutjanus purpureus",0.003925954997013
"Cuba","Cuba","Lutjanus synagris",0.0236933431639189
"Cuba","Cuba","Micropogonias furnieri",2.68965267126794e-05
"Cuba","Cuba","Ocyurus chrysurus",0.0116656843334158
"Cuba","Cuba","Sardinella aurita",0
"Cuba","Cuba","Tetrapturus pfluegeri",0
"Cuba","Cuba","Thunnus obesus",0
"Cuba","Cuba","Xiphias gladius",0
"Cuba","Cuba","Achirus",0
"Cuba","Cuba","Albula",0
"Cuba","Cuba","Alosa",0
"Cuba","Cuba","Anguilla",0
"Cuba","Cuba","Apristurus",0
"Cuba","Cuba","Auxis",0
"Cuba","Cuba","Bairdiella",0
"Cuba","Cuba","Boops",0
"Cuba","Cuba","Brosme",0
"Cuba","Cuba","Calamus",0.00642069751071354
"Cuba","Cuba","Carangoides",0
"Cuba","Cuba","Caranx",0.00853845141040289
"Cuba","Cuba","Carcharhinus",0
"Cuba","Cuba","Centropomus",0
"Cuba","Cuba","Cetorhinus",0
"Cuba","Cuba","Coryphaena",0
"Cuba","Cuba","Dentex",0
"Cuba","Cuba","Epinephelus",0
"Cuba","Cuba","Etmopterus",0
"Cuba","Cuba","Euthynnus",0
"Cuba","Cuba","Galeocerdo",0
"Cuba","Cuba","Galeus",0
"Cuba","Cuba","Gerres",0
"Cuba","Cuba","Haemulon",0.000378187882980419
"Cuba","Cuba","Harengula",0.213600538470526
"Cuba","Cuba","Hemiramphus",0
"Cuba","Cuba","Hyporthodus",0
"Cuba","Cuba","Istiophorus",0
"Cuba","Cuba","Isurus",0
"Cuba","Cuba","Kajikia",0
"Cuba","Cuba","Katsuwonus",0
"Cuba","Cuba","Lachnolaimus",0
"Cuba","Cuba","Lamna",0
"Cuba","Cuba","Liza",0
"Cuba","Cuba","Lutjanus",0
"Cuba","Cuba","Macrourus",0
"Cuba","Cuba","Makaira",0
"Cuba","Cuba","Merluccius",0
"Cuba","Cuba","Micropogonias",0
"Cuba","Cuba","Mugil",0
"Cuba","Cuba","Mullus",0
"Cuba","Cuba","Mustelus",0
"Cuba","Cuba","Mycteroperca",0
"Cuba","Cuba","Ocyurus",0
"Cuba","Cuba","Pseudupeneus",0
"Cuba","Cuba","Rhizoprionodon",0
"Cuba","Cuba","Sardinella",0
"Cuba","Cuba","Scomber",0
"Cuba","Cuba","Scyliorhinus",0
"Cuba","Cuba","Selar",0
"Cuba","Cuba","Serranus",0
"Cuba","Cuba","Sphyraena",0
"Cuba","Cuba","Sphyrna",0
"Cuba","Cuba","Squalus",0
"Cuba","Cuba","Stolephorus",0
"Cuba","Cuba","Tetrapturus",0
"Cuba","Cuba","Thunnus",0
"Cuba","Cuba","Trachinotus",0
"Cuba","Cuba","Trachinus",0
"Cuba","Cuba","Trachurus",0
"Cuba","Cuba","Trichiurus",0
"Cuba","Cuba","Trisopterus",0
"Cuba","Cuba","Upeneus",0
"Cuba","Cuba","Xiphias",0
"Turks and Caicos Islands","Cuba","Epinephelus striatus",3.40728286260115e-06
"Turks and Caicos Islands","Cuba","Euthynnus alletteratus",0
"Turks and Caicos Islands","Cuba","Katsuwonus pelamis",3.12845729175495e-07
"Turks and Caicos Islands","Cuba","Tetrapturus pfluegeri",0
"Turks and Caicos Islands","Cuba","Thunnus obesus",0
"Turks and Caicos Islands","Cuba","Xiphias gladius",0
"Turks and Caicos Islands","Cuba","Achirus",0
"Turks and Caicos Islands","Cuba","Albula",0
"Turks and Caicos Islands","Cuba","Anguilla",0
"Turks and Caicos Islands","Cuba","Boops",0
"Turks and Caicos Islands","Cuba","Coryphaena",0
"Turks and Caicos Islands","Cuba","Dentex",0
"Turks and Caicos Islands","Cuba","Epinephelus",0
"Turks and Caicos Islands","Cuba","Euthynnus",0
"Turks and Caicos Islands","Cuba","Hemiramphus",0
"Turks and Caicos Islands","Cuba","Katsuwonus",0
"Turks and Caicos Islands","Cuba","Lutjanus",0
"Turks and Caicos Islands","Cuba","Macrourus",0
"Turks and Caicos Islands","Cuba","Merluccius",0
"Turks and Caicos Islands","Cuba","Mycteroperca",0
"Turks and Caicos Islands","Cuba","Scomber",0
"Turks and Caicos Islands","Cuba","Serranus",0
"Turks and Caicos Islands","Cuba","Sprattus",0
"Turks and Caicos Islands","Cuba","Tetrapturus",0
"Turks and Caicos Islands","Cuba","Thunnus",0
