"source","sink","species","portion"
"Costa Rica","Galapagos Islands","Macrourus",0
"Costa Rica","Galapagos Islands","Makaira",0
"Costa Rica","Galapagos Islands","Merluccius",0
"Costa Rica","Galapagos Islands","Scomber",0
"Costa Rica","Galapagos Islands","Sebastes",0
"Costa Rica","Galapagos Islands","Tetrapturus",0
"Costa Rica","Galapagos Islands","Trisopterus",0
"Costa Rica","Galapagos Islands","Xiphias",0
"Costa Rica","Galapagos Islands","Dermatolepis",0
"Guatemala","Galapagos Islands","Anguilla",0
"Guatemala","Galapagos Islands","Coryphaena",0
"Peru","Galapagos Islands","Istiophorus platypterus",1.40771906828352e-07
"Peru","Galapagos Islands","Kajikia audax",6.15538894873388e-08
"Peru","Galapagos Islands","Xiphias gladius",4.95424225386199e-07
"Peru","Galapagos Islands","Ethmidium",0
"Peru","Galapagos Islands","Istiophorus",0
"Peru","Galapagos Islands","Kajikia",0
"Peru","Galapagos Islands","Makaira",0
"Peru","Galapagos Islands","Merluccius",0
"Peru","Galapagos Islands","Odontesthes",0
"Peru","Galapagos Islands","Sarda",0
"Peru","Galapagos Islands","Sardinops",0
"Peru","Galapagos Islands","Scomber",0
"Peru","Galapagos Islands","Xiphias",0
"Peru","Galapagos Islands","Zenopsis",0
"Clipperton Island","Galapagos Islands","Istiophorus platypterus",1.48212924557096e-07
"Clipperton Island","Galapagos Islands","Kajikia audax",2.63493842717605e-08
"Clipperton Island","Galapagos Islands","Xiphias gladius",5.21611697925323e-07
"Clipperton Island","Galapagos Islands","Hemiramphus",0
"Clipperton Island","Galapagos Islands","Istiophorus",0
"Clipperton Island","Galapagos Islands","Kajikia",0
"Clipperton Island","Galapagos Islands","Makaira",0
"Clipperton Island","Galapagos Islands","Sebastes",0
"Clipperton Island","Galapagos Islands","Xiphias",0
"Ecuador","Galapagos Islands","Istiophorus platypterus",1.69762514656142e-08
"Ecuador","Galapagos Islands","Kajikia audax",9.63586966585669e-09
"Ecuador","Galapagos Islands","Katsuwonus pelamis",1.26003496874022e-06
"Ecuador","Galapagos Islands","Thunnus obesus",2.21387982984209e-07
"Ecuador","Galapagos Islands","Xiphias gladius",5.97452035836125e-08
"Ecuador","Galapagos Islands","Atractoscion",0
"Ecuador","Galapagos Islands","Cynoscion",0
"Ecuador","Galapagos Islands","Istiophorus",0
"Ecuador","Galapagos Islands","Kajikia",0
"Ecuador","Galapagos Islands","Katsuwonus",0
"Ecuador","Galapagos Islands","Lutjanus",0
"Ecuador","Galapagos Islands","Makaira",0
"Ecuador","Galapagos Islands","Scomber",0
"Ecuador","Galapagos Islands","Serranus",0
"Ecuador","Galapagos Islands","Thunnus",6.15805060148462e-09
"Ecuador","Galapagos Islands","Xiphias",0
"Galapagos Islands","Galapagos Islands","Carcharhinus falciformis",9.30639062980096e-05
"Galapagos Islands","Galapagos Islands","Carcharhinus longimanus",2.27861936477307e-08
"Galapagos Islands","Galapagos Islands","Istiophorus platypterus",2.16262857771186e-06
"Galapagos Islands","Galapagos Islands","Kajikia audax",1.7923873337991e-06
"Galapagos Islands","Galapagos Islands","Katsuwonus pelamis",2.41012056459652e-05
"Galapagos Islands","Galapagos Islands","Thunnus obesus",1.18938045516341e-06
"Galapagos Islands","Galapagos Islands","Xiphias gladius",7.61102560908957e-06
"Galapagos Islands","Galapagos Islands","Atractoscion",0
"Galapagos Islands","Galapagos Islands","Auxis",0
"Galapagos Islands","Galapagos Islands","Bathyraja",0
"Galapagos Islands","Galapagos Islands","Bythaelurus",0
"Galapagos Islands","Galapagos Islands","Carcharhinus",0
"Galapagos Islands","Galapagos Islands","Cynoscion",0
"Galapagos Islands","Galapagos Islands","Galeocerdo",0
"Galapagos Islands","Galapagos Islands","Galeus",0
"Galapagos Islands","Galapagos Islands","Istiophorus",0
"Galapagos Islands","Galapagos Islands","Kajikia",0
"Galapagos Islands","Galapagos Islands","Katsuwonus",0
"Galapagos Islands","Galapagos Islands","Lutjanus",0
"Galapagos Islands","Galapagos Islands","Makaira",0
"Galapagos Islands","Galapagos Islands","Mustelus",0
"Galapagos Islands","Galapagos Islands","Mycteroperca",1.15749716537029e-05
"Galapagos Islands","Galapagos Islands","Raja",0
"Galapagos Islands","Galapagos Islands","Scomber",0
"Galapagos Islands","Galapagos Islands","Serranus",0
"Galapagos Islands","Galapagos Islands","Sphyrna",0.000164833199044501
"Galapagos Islands","Galapagos Islands","Squalus",0
"Galapagos Islands","Galapagos Islands","Thunnus",3.3083390202961e-08
"Galapagos Islands","Galapagos Islands","Xiphias",0
"Panama","Ecuador","Coryphaena hippurus",5.63099550065128e-06
"Panama","Ecuador","Istiophorus platypterus",1.75414478776376e-06
"Panama","Ecuador","Kajikia audax",4.0370388360037e-08
"Panama","Ecuador","Xiphias gladius",3.72652885620573e-07
"Panama","Ecuador","Achirus",0
"Panama","Ecuador","Anguilla",0
"Panama","Ecuador","Coryphaena",6.22895903713223e-05
"Panama","Ecuador","Dentex",0
"Panama","Ecuador","Elops",0
"Panama","Ecuador","Euthynnus",0
"Panama","Ecuador","Hemiramphus",0
"Panama","Ecuador","Istiophorus",0
"Panama","Ecuador","Kajikia",0
"Panama","Ecuador","Macrourus",0
"Panama","Ecuador","Makaira",0
"Panama","Ecuador","Merluccius",0
"Panama","Ecuador","Scomber",0
"Panama","Ecuador","Sebastes",0
"Panama","Ecuador","Tetrapturus",0
"Panama","Ecuador","Trisopterus",0
"Panama","Ecuador","Xiphias",0
"Mexico","Ecuador","Anguilla",0
"Mexico","Ecuador","Bathylagus",0
"Mexico","Ecuador","Coryphaena",0
"Mexico","Ecuador","Rachycentron",0
"Colombia","Ecuador","Istiophorus platypterus",1.04953737531091e-06
"Colombia","Ecuador","Kajikia audax",3.47862184394981e-08
"Colombia","Ecuador","Katsuwonus pelamis",0.000121369152477346
"Colombia","Ecuador","Thunnus obesus",1.92861628966308e-06
"Colombia","Ecuador","Xiphias gladius",2.22965136176049e-07
"Colombia","Ecuador","Achirus",0
"Colombia","Ecuador","Anguilla",0
"Colombia","Ecuador","Atractoscion",0
"Colombia","Ecuador","Bairdiella",0
"Colombia","Ecuador","Boops",0
"Colombia","Ecuador","Brosme",0
"Colombia","Ecuador","Cetengraulis",0
"Colombia","Ecuador","Coryphaena",0
"Colombia","Ecuador","Cynoscion",0
"Colombia","Ecuador","Dentex",0
"Colombia","Ecuador","Epinephelus",1.9518735129998e-06
"Colombia","Ecuador","Euthynnus",0
"Colombia","Ecuador","Hemiramphus",0
"Colombia","Ecuador","Istiophorus",0
"Colombia","Ecuador","Kajikia",0
"Colombia","Ecuador","Katsuwonus",0
"Colombia","Ecuador","Lutjanus",0
"Colombia","Ecuador","Macrourus",0
"Colombia","Ecuador","Makaira",0
"Colombia","Ecuador","Megalops",0
"Colombia","Ecuador","Merluccius",0
"Colombia","Ecuador","Scomber",0
"Colombia","Ecuador","Serranus",0
"Colombia","Ecuador","Stolephorus",0
"Colombia","Ecuador","Tetrapturus",0
"Colombia","Ecuador","Thunnus",0
"Colombia","Ecuador","Trisopterus",0
"Colombia","Ecuador","Xiphias",0
"Nicaragua","Ecuador","Istiophorus platypterus",4.20447428390841e-09
"Nicaragua","Ecuador","Kajikia audax",1.87872373453811e-10
"Nicaragua","Ecuador","Xiphias gladius",8.93204190067672e-10
"Nicaragua","Ecuador","Anguilla",0
"Nicaragua","Ecuador","Coryphaena",0
"Nicaragua","Ecuador","Hemiramphus",0
"Nicaragua","Ecuador","Istiophorus",0
"Nicaragua","Ecuador","Kajikia",0
"Nicaragua","Ecuador","Makaira",0
"Nicaragua","Ecuador","Tetrapturus",0
"Nicaragua","Ecuador","Xiphias",0
"Costa Rica","Ecuador","Euthynnus lineatus",1.18829033809819e-06
"Costa Rica","Ecuador","Istiophorus platypterus",1.19700487534706e-06
"Costa Rica","Ecuador","Kajikia audax",3.49299555426837e-08
"Costa Rica","Ecuador","Xiphias gladius",2.54293330865029e-07
"Costa Rica","Ecuador","Achirus",0
"Costa Rica","Ecuador","Anguilla",0
"Costa Rica","Ecuador","Coryphaena",0
"Costa Rica","Ecuador","Dentex",0
"Costa Rica","Ecuador","Euthynnus",0
"Costa Rica","Ecuador","Hemiramphus",0
"Costa Rica","Ecuador","Istiophorus",0
"Costa Rica","Ecuador","Kajikia",0
"Costa Rica","Ecuador","Macrourus",0
"Costa Rica","Ecuador","Makaira",0
"Costa Rica","Ecuador","Merluccius",0
"Costa Rica","Ecuador","Scomber",0
"Costa Rica","Ecuador","Sebastes",0
"Costa Rica","Ecuador","Tetrapturus",0
"Costa Rica","Ecuador","Trisopterus",0
"Costa Rica","Ecuador","Xiphias",0
"Costa Rica","Ecuador","Dermatolepis",0
"Guatemala","Ecuador","Anguilla",0
"Guatemala","Ecuador","Coryphaena",0
"Peru","Ecuador","Engraulis ringens",0.000875339620583233
"Peru","Ecuador","Istiophorus platypterus",3.75074877812921e-08
"Peru","Ecuador","Kajikia audax",1.1934009672156e-09
"Peru","Ecuador","Katsuwonus pelamis",5.09870440287674e-06
"Peru","Ecuador","Sardinops sagax",1.60538895657905e-08
"Peru","Ecuador","Scomber japonicus",0.000233104355468979
"Peru","Ecuador","Thunnus obesus",7.13453961072858e-08
"Peru","Ecuador","Xiphias gladius",7.96814131397644e-09
"Peru","Ecuador","Anchoviella",0
"Peru","Ecuador","Atractoscion",0
"Peru","Ecuador","Cynoscion",0
"Peru","Ecuador","Engraulis",0
"Peru","Ecuador","Ethmidium",0
"Peru","Ecuador","Istiophorus",0
"Peru","Ecuador","Kajikia",0
"Peru","Ecuador","Katsuwonus",0
"Peru","Ecuador","Lutjanus",0
"Peru","Ecuador","Makaira",0
"Peru","Ecuador","Merluccius",0
"Peru","Ecuador","Odontesthes",0
"Peru","Ecuador","Paralabrax",0
"Peru","Ecuador","Paralonchurus",0
"Peru","Ecuador","Prionotus",0
"Peru","Ecuador","Salmo",0
"Peru","Ecuador","Sarda",0
"Peru","Ecuador","Sardinops",0
"Peru","Ecuador","Scomber",0
"Peru","Ecuador","Serranus",0
"Peru","Ecuador","Stolephorus",0
"Peru","Ecuador","Thunnus",0
"Peru","Ecuador","Xiphias",0
"Peru","Ecuador","Zenopsis",0
"Clipperton Island","Ecuador","Istiophorus platypterus",2.88502819144931e-07
"Clipperton Island","Ecuador","Xiphias gladius",6.12899281826601e-08
"Clipperton Island","Ecuador","Hemiramphus",0
"Clipperton Island","Ecuador","Istiophorus",0
"Clipperton Island","Ecuador","Xiphias",0
"El Salvador","Ecuador","Istiophorus platypterus",1.44251409572466e-08
"El Salvador","Ecuador","Xiphias gladius",3.06449640913301e-09
"El Salvador","Ecuador","Hemiramphus",0
"El Salvador","Ecuador","Istiophorus",0
"El Salvador","Ecuador","Xiphias",0
"Ecuador","Ecuador","Carcharhinus falciformis",0.000640923008926455
"Ecuador","Ecuador","Carcharhinus longimanus",1.45911336906373e-06
"Ecuador","Ecuador","Istiophorus platypterus",4.01538260606847e-05
"Ecuador","Ecuador","Kajikia audax",1.31486061847237e-06
"Ecuador","Ecuador","Katsuwonus pelamis",0.0015465757746287
"Ecuador","Ecuador","Sphyrna lewini",3.89978382569265e-05
"Ecuador","Ecuador","Thunnus obesus",7.35811190987818e-05
"Ecuador","Ecuador","Xiphias gladius",8.53033298881586e-06
"Ecuador","Ecuador","Atractoscion",0
"Ecuador","Ecuador","Auxis",0
"Ecuador","Ecuador","Bathyraja",0
"Ecuador","Ecuador","Bythaelurus",0
"Ecuador","Ecuador","Carcharhinus",0
"Ecuador","Ecuador","Cynoscion",0
"Ecuador","Ecuador","Galeocerdo",0
"Ecuador","Ecuador","Galeus",0
"Ecuador","Ecuador","Istiophorus",0
"Ecuador","Ecuador","Kajikia",0
"Ecuador","Ecuador","Katsuwonus",0
"Ecuador","Ecuador","Lutjanus",0
"Ecuador","Ecuador","Makaira",0
"Ecuador","Ecuador","Mustelus",0
"Ecuador","Ecuador","Raja",0
"Ecuador","Ecuador","Scomber",0
"Ecuador","Ecuador","Serranus",0
"Ecuador","Ecuador","Sphyrna",0.000118547203522388
"Ecuador","Ecuador","Squalus",0
"Ecuador","Ecuador","Thunnus",0
"Ecuador","Ecuador","Xiphias",0
"Galapagos Islands","Ecuador","Istiophorus platypterus",1.5070583246174e-07
"Galapagos Islands","Ecuador","Kajikia audax",6.7988778950222e-09
"Galapagos Islands","Ecuador","Xiphias gladius",3.20161503990292e-08
"Galapagos Islands","Ecuador","Istiophorus",0
"Galapagos Islands","Ecuador","Kajikia",0
"Galapagos Islands","Ecuador","Makaira",0
"Galapagos Islands","Ecuador","Xiphias",0
"United States","Alaska","Clupea pallasii pallasii",4.51834224488534e-06
"United States","Alaska","Cololabis saira",0
"United States","Alaska","Mugil cephalus",0
"United States","Alaska","Albula",0
"United States","Alaska","Ammodytes",0
"United States","Alaska","Anguilla",0
"United States","Alaska","Argentina",0
"United States","Alaska","Arius",0
"United States","Alaska","Bathylagus",0
"United States","Alaska","Belone",0
"United States","Alaska","Brevoortia",0
"United States","Alaska","Caulolatilus",0
"United States","Alaska","Centropomus",0
"United States","Alaska","Chaetodipterus",0
"United States","Alaska","Clupea",0
"United States","Alaska","Cololabis",0
"United States","Alaska","Conger",0
"United States","Alaska","Coryphaena",0
"United States","Alaska","Coryphaenoides",0
"United States","Alaska","Cypselurus",0
"United States","Alaska","Elops",0
"United States","Alaska","Fistularia",0
"United States","Alaska","Gadus",0
"United States","Alaska","Gymnothorax",0
"United States","Alaska","Hemiramphus",0
"United States","Alaska","Hyperoglyphe",0
"United States","Alaska","Hypomesus",0
"United States","Alaska","Istiophorus",0
"United States","Alaska","Kajikia",0
"United States","Alaska","Lepidion",0
"United States","Alaska","Liza",0
"United States","Alaska","Lophius",0
"United States","Alaska","Lopholatilus",0
"United States","Alaska","Lycodes",0
"United States","Alaska","Macrourus",0
"United States","Alaska","Makaira",0
"United States","Alaska","Megalops",0
"United States","Alaska","Melanogrammus",0
"United States","Alaska","Mugil",0
"United States","Alaska","Notolepis",0
"United States","Alaska","Notoscopelus",0
"United States","Alaska","Peprilus",0
"United States","Alaska","Phycis",0
"United States","Alaska","Pollachius",0
"United States","Alaska","Polydactylus",0
"United States","Alaska","Polynemus",0
"United States","Alaska","Polyprion",0
"United States","Alaska","Pomatomus",0
"United States","Alaska","Porichthys",0
"United States","Alaska","Priacanthus",0
"United States","Alaska","Rachycentron",0
"United States","Alaska","Sphyraena",0
"United States","Alaska","Spratelloides",0
"United States","Alaska","Stereolepis",0
"United States","Alaska","Tetrapturus",0
"United States","Alaska","Trachipterus",0
"United States","Alaska","Trisopterus",0
"United States","Alaska","Tylosurus",0
"United States","Alaska","Xiphias",0
"Russia","Alaska","Anoplopoma fimbria",2.39025059670617e-05
"Russia","Alaska","Boreogadus saida",8.66420150135275e-09
"Russia","Alaska","Eleginus gracilis",2.67012328876247e-08
"Russia","Alaska","Gadus macrocephalus",0.00110934972133639
"Russia","Alaska","Mugil cephalus",0
"Russia","Alaska","Myoxocephalus quadricornis",1.76992829543523e-09
"Russia","Alaska","Pleuronectes quadrituberculatus",5.70687842040695e-05
"Russia","Alaska","Reinhardtius hippoglossoides",1.73032324053411e-05
"Russia","Alaska","Sebastes entomelas",0
"Russia","Alaska","Theragra chalcogramma",0.00562535348252528
"Russia","Alaska","Ammodytes",0
"Russia","Alaska","Anarhichas",0
"Russia","Alaska","Anchoviella",0
"Russia","Alaska","Anoplopoma",0
"Russia","Alaska","Anthias",0
"Russia","Alaska","Aphia",0
"Russia","Alaska","Arctoscopus",0
"Russia","Alaska","Belone",0
"Russia","Alaska","Boops",0
"Russia","Alaska","Boreogadus",0
"Russia","Alaska","Brosme",0
"Russia","Alaska","Centropomus",0
"Russia","Alaska","Chelidonichthys",0
"Russia","Alaska","Chromis",0
"Russia","Alaska","Ciliata",0
"Russia","Alaska","Clidoderma",0
"Russia","Alaska","Clupea",0
"Russia","Alaska","Coregonus",9.63596888331351e-07
"Russia","Alaska","Coryphaena",0
"Russia","Alaska","Coryphaenoides",0
"Russia","Alaska","Cyclopterus",0
"Russia","Alaska","Dentex",0
"Russia","Alaska","Dicentrarchus",0
"Russia","Alaska","Diplodus",0
"Russia","Alaska","Eleginus",0
"Russia","Alaska","Engraulis",0
"Russia","Alaska","Epigonus",0
"Russia","Alaska","Euthynnus",0
"Russia","Alaska","Eutrigla",0
"Russia","Alaska","Gadus",0
"Russia","Alaska","Gaidropsarus",0
"Russia","Alaska","Glyptocephalus",0
"Russia","Alaska","Gobius",0
"Russia","Alaska","Hemiramphus",0
"Russia","Alaska","Hippocampus",0
"Russia","Alaska","Hippoglossoides",0
"Russia","Alaska","Hyperoglyphe",0
"Russia","Alaska","Hyporhamphus",0
"Russia","Alaska","Istiophorus",0
"Russia","Alaska","Kajikia",0
"Russia","Alaska","Konosirus",0
"Russia","Alaska","Lepidorhombus",0
"Russia","Alaska","Limanda",0
"Russia","Alaska","Liza",0
"Russia","Alaska","Lophius",0
"Russia","Alaska","Lutjanus",0
"Russia","Alaska","Macrourus",0
"Russia","Alaska","Makaira",0
"Russia","Alaska","Melanogrammus",0
"Russia","Alaska","Merlangius",0
"Russia","Alaska","Microstomus",0
"Russia","Alaska","Molva",0
"Russia","Alaska","Morone",0
"Russia","Alaska","Mugil",0
"Russia","Alaska","Mullus",0
"Russia","Alaska","Myoxocephalus",0
"Russia","Alaska","Pagellus",0
"Russia","Alaska","Pagrus",0
"Russia","Alaska","Petromyzon",0
"Russia","Alaska","Phycis",0
"Russia","Alaska","Platichthys",0
"Russia","Alaska","Pleurogrammus",0
"Russia","Alaska","Pleuronectes",0
"Russia","Alaska","Pollachius",0
"Russia","Alaska","Reinhardtius",0
"Russia","Alaska","Salmo",0
"Russia","Alaska","Salvelinus",0
"Russia","Alaska","Sardina",0
"Russia","Alaska","Sarpa",0
"Russia","Alaska","Scomber",0
"Russia","Alaska","Scorpaena",0
"Russia","Alaska","Sebastes",5.49684124916903e-06
"Russia","Alaska","Sebastolobus",0
"Russia","Alaska","Serranus",0
"Russia","Alaska","Sparus",0
"Russia","Alaska","Spicara",0
"Russia","Alaska","Sprattus",0
"Russia","Alaska","Stolephorus",0
"Russia","Alaska","Theragra",0
"Russia","Alaska","Thunnus",0
"Russia","Alaska","Trachyrincus",0
"Russia","Alaska","Trigla",0
"Russia","Alaska","Trisopterus",0
"Russia","Alaska","Tylosurus",0
"Russia","Alaska","Umbrina",0
"Russia","Alaska","Xiphias",0
"Alaska","Alaska","Anoplopoma fimbria",0.00205024716909491
"Alaska","Alaska","Atheresthes stomias",0.0144752155506167
"Alaska","Alaska","Boreogadus saida",3.02419075386096e-07
"Alaska","Alaska","Clupea pallasii pallasii",0.0108153368028352
"Alaska","Alaska","Eopsetta jordani",0
"Alaska","Alaska","Gadus macrocephalus",0.0403830560956884
"Alaska","Alaska","Lepidopsetta bilineata",0.0189814342948922
"Alaska","Alaska","Limanda aspera",0.046400217351267
"Alaska","Alaska","Pleurogrammus monopterygius",0.0200102612542563
"Alaska","Alaska","Pleuronectes quadrituberculatus",0.0018765226551954
"Alaska","Alaska","Reinhardtius hippoglossoides",0.000176798943880909
"Alaska","Alaska","Salvelinus malma malma",2.19876957368463e-05
"Alaska","Alaska","Sebastes alutus",0.0124588263648314
"Alaska","Alaska","Sebastes entomelas",2.18502320946283e-06
"Alaska","Alaska","Theragra chalcogramma",0.19275047724767
"Alaska","Alaska","Ammodytes",0
"Alaska","Alaska","Anoplopoma",0
"Alaska","Alaska","Atheresthes",0
"Alaska","Alaska","Auxis",0
"Alaska","Alaska","Boreogadus",0
"Alaska","Alaska","Carcharhinus",0
"Alaska","Alaska","Cetorhinus",0
"Alaska","Alaska","Clupea",0
"Alaska","Alaska","Coregonus",6.14081676254369e-05
"Alaska","Alaska","Eopsetta",0
"Alaska","Alaska","Gadus",0
"Alaska","Alaska","Galeocerdo",0
"Alaska","Alaska","Galeorhinus",0
"Alaska","Alaska","Galeus",0
"Alaska","Alaska","Hexagrammos",0
"Alaska","Alaska","Istiophorus",0
"Alaska","Alaska","Kajikia",0
"Alaska","Alaska","Lepidopsetta",0
"Alaska","Alaska","Limanda",0
"Alaska","Alaska","Lutjanus",0
"Alaska","Alaska","Makaira",0
"Alaska","Alaska","Molva",0
"Alaska","Alaska","Mustelus",0
"Alaska","Alaska","Myoxocephalus",0
"Alaska","Alaska","Pleurogrammus",0
"Alaska","Alaska","Pleuronectes",0
"Alaska","Alaska","Pristiophorus",0
"Alaska","Alaska","Reinhardtius",0
"Alaska","Alaska","Salmo",0
"Alaska","Alaska","Salvelinus",0
"Alaska","Alaska","Scomber",0
"Alaska","Alaska","Sebastes",0.000170446820801172
"Alaska","Alaska","Sebastolobus",0
"Alaska","Alaska","Serranus",0
"Alaska","Alaska","Somniosus",0
"Alaska","Alaska","Spratelloides",0
"Alaska","Alaska","Squalus",0
"Alaska","Alaska","Theragra",0
"Alaska","Alaska","Thunnus",0
"Canada","Alaska","Anoplopoma fimbria",2.60373856867872e-05
"Canada","Alaska","Clupea pallasii pallasii",8.73946930862446e-05
"Canada","Alaska","Eopsetta jordani",0
"Canada","Alaska","Glyptocephalus zachirus",0.000130043410949372
"Canada","Alaska","Oncorhynchus tshawytscha",8.56916139412958e-06
"Canada","Alaska","Parophrys vetulus",6.71225097643839e-07
"Canada","Alaska","Platichthys stellatus",9.77874902539186e-09
"Canada","Alaska","Psettichthys melanostictus",0
"Canada","Alaska","Reinhardtius hippoglossoides",1.17127603711778e-05
"Canada","Alaska","Salvelinus malma malma",1.41583237527507e-07
"Canada","Alaska","Sebastes crameri",0
"Canada","Alaska","Sebastes entomelas",4.02259087740052e-08
"Canada","Alaska","Theragra chalcogramma",0.00148630918738256
"Canada","Alaska","Anoplopoma",0
"Canada","Alaska","Argentina",0
"Canada","Alaska","Bathylagus",0
"Canada","Alaska","Boops",0
"Canada","Alaska","Brosme",0
"Canada","Alaska","Clupea",0
"Canada","Alaska","Coregonus",2.40816217009317e-07
"Canada","Alaska","Coryphaena",0
"Canada","Alaska","Coryphaenoides",0
"Canada","Alaska","Cyclopterus",0
"Canada","Alaska","Dentex",0
"Canada","Alaska","Enchelyopus",0
"Canada","Alaska","Eopsetta",0
"Canada","Alaska","Euthynnus",0
"Canada","Alaska","Gadus",0
"Canada","Alaska","Gaidropsarus",0
"Canada","Alaska","Glyptocephalus",0
"Canada","Alaska","Hypomesus",0
"Canada","Alaska","Istiophorus",0
"Canada","Alaska","Kajikia",0
"Canada","Alaska","Limanda",0
"Canada","Alaska","Lophius",0
"Canada","Alaska","Lutjanus",0
"Canada","Alaska","Macrourus",0
"Canada","Alaska","Makaira",0
"Canada","Alaska","Melanogrammus",0
"Canada","Alaska","Merluccius",0
"Canada","Alaska","Molva",0
"Canada","Alaska","Myoxocephalus",0
"Canada","Alaska","Oncorhynchus",1.3799124323853e-08
"Canada","Alaska","Parophrys",0
"Canada","Alaska","Petromyzon",0
"Canada","Alaska","Phycis",0
"Canada","Alaska","Platichthys",0
"Canada","Alaska","Pollachius",0
"Canada","Alaska","Psettichthys",0
"Canada","Alaska","Reinhardtius",0
"Canada","Alaska","Salmo",0
"Canada","Alaska","Salvelinus",0
"Canada","Alaska","Sarda",0
"Canada","Alaska","Scomber",0
"Canada","Alaska","Scorpaenichthys",0
"Canada","Alaska","Sebastes",8.45386602620787e-06
"Canada","Alaska","Spratelloides",0
"Canada","Alaska","Stenotomus",0
"Canada","Alaska","Theragra",0
"Canada","Alaska","Thunnus",0
"Canada","Alaska","Trisopterus",0
"Canada","Alaska","Urophycis",0
"Canada","Alaska","Xiphias",0
"New Zealand","Norfolk Island","Kajikia audax",1.66905060757032e-09
"New Zealand","Norfolk Island","Macruronus novaezelandiae",0
"New Zealand","Norfolk Island","Xiphias gladius",1.82511707324475e-09
"New Zealand","Norfolk Island","Allocyttus",0
"New Zealand","Norfolk Island","Epinephelus",3.06337418708285e-05
"New Zealand","Norfolk Island","Genypterus",0
"New Zealand","Norfolk Island","Hoplostethus",0
"New Zealand","Norfolk Island","Istiophorus",0
"New Zealand","Norfolk Island","Kajikia",0
"New Zealand","Norfolk Island","Lepidopus",0
"New Zealand","Norfolk Island","Macruronus",0
"New Zealand","Norfolk Island","Makaira",0
"New Zealand","Norfolk Island","Merluccius",0
"New Zealand","Norfolk Island","Polyprion",0
"New Zealand","Norfolk Island","Pseudocyttus",0
"New Zealand","Norfolk Island","Sebastes",0
"New Zealand","Norfolk Island","Seriolella",0
"New Zealand","Norfolk Island","Thyrsites",0
"New Zealand","Norfolk Island","Trichiurus",0
"New Zealand","Norfolk Island","Uranoscopus",0
"New Zealand","Norfolk Island","Xiphias",0
"Australia","Norfolk Island","Hyperoglyphe antarctica",0
"Australia","Norfolk Island","Istiompax indica",1.96938339953534e-10
"Australia","Norfolk Island","Kajikia audax",4.35817216007914e-09
"Australia","Norfolk Island","Macruronus novaezelandiae",0
"Australia","Norfolk Island","Xiphias gladius",8.58516188056718e-09
"Australia","Norfolk Island","Allocyttus",0
"Australia","Norfolk Island","Anguilla",0
"Australia","Norfolk Island","Arripis",0
"Australia","Norfolk Island","Beryx",0
"Australia","Norfolk Island","Centroberyx",0
"Australia","Norfolk Island","Coryphaenoides",0
"Australia","Norfolk Island","Eleutheronema",0
"Australia","Norfolk Island","Genypterus",0
"Australia","Norfolk Island","Hemiramphus",0
"Australia","Norfolk Island","Hoplostethus",0
"Australia","Norfolk Island","Hyperoglyphe",0
"Australia","Norfolk Island","Hyporhamphus",0
"Australia","Norfolk Island","Istiompax",0
"Australia","Norfolk Island","Istiophorus",0
"Australia","Norfolk Island","Kajikia",0
"Australia","Norfolk Island","Lates",0
"Australia","Norfolk Island","Leiognathus",0
"Australia","Norfolk Island","Macruronus",0
"Australia","Norfolk Island","Makaira",0
"Australia","Norfolk Island","Mugil",0
"Australia","Norfolk Island","Nemadactylus",0
"Australia","Norfolk Island","Nemipterus",0
"Australia","Norfolk Island","Neocyttus",0
"Australia","Norfolk Island","Plotosus",0
"Australia","Norfolk Island","Polynemus",0
"Australia","Norfolk Island","Pomatomus",0
"Australia","Norfolk Island","Pseudocyttus",0
"Australia","Norfolk Island","Rexea",0
"Australia","Norfolk Island","Sebastes",0
"Australia","Norfolk Island","Seriolella",0
"Australia","Norfolk Island","Sillago",0
"Australia","Norfolk Island","Terapon",0
"Australia","Norfolk Island","Thyrsites",0
"Australia","Norfolk Island","Xiphias",0
"Australia","Norfolk Island","Zenopsis",0
"Australia","Norfolk Island","Zeus",0
"Australia","Norfolk Island","Glaucosoma",0
"Australia","Norfolk Island","Diaphus",0
"New Caledonia","Norfolk Island","Beryx splendens",0
"New Caledonia","Norfolk Island","Kajikia audax",5.23547153616225e-07
"New Caledonia","Norfolk Island","Katsuwonus pelamis",3.20572871680503e-09
"New Caledonia","Norfolk Island","Thunnus alalunga",2.7633984785019e-06
"New Caledonia","Norfolk Island","Thunnus obesus",2.0158315556719e-08
"New Caledonia","Norfolk Island","Xiphias gladius",7.45834498623523e-07
"New Caledonia","Norfolk Island","Beryx",0
"New Caledonia","Norfolk Island","Centropomus",0
"New Caledonia","Norfolk Island","Epinephelus",6.27493006185182e-07
"New Caledonia","Norfolk Island","Hemiramphus",0
"New Caledonia","Norfolk Island","Istiophorus",0
"New Caledonia","Norfolk Island","Kajikia",0
"New Caledonia","Norfolk Island","Katsuwonus",0
"New Caledonia","Norfolk Island","Lutjanus",0
"New Caledonia","Norfolk Island","Makaira",0
"New Caledonia","Norfolk Island","Rastrelliger",0
"New Caledonia","Norfolk Island","Scomber",0
"New Caledonia","Norfolk Island","Serranus",0
"New Caledonia","Norfolk Island","Thunnus",0
"New Caledonia","Norfolk Island","Xiphias",0
"Vanuatu","Norfolk Island","Kajikia audax",7.94332086170867e-08
