stockid,B0_scalar,r,sigmaP,biomass_max,p,B0,bmsy,fmsy,msy
VSNAPSATLC,0.933681412,0.241916224,0.037682593,8090,0.2,7553.48262,3035.575256,0.201596853,611.9624184
WANGLVIIIc-IXa,2.372347203,0.290545268,0.074420139,16200,0.2,38432.02468,15444.96877,0.242121057,3739.552163
WAREHOUESE,1.798934644,0.057681236,0.062827617,17600,0.2,31661.24973,12723.94617,0.048067697,611.6107834
WAREHOUWSE,0.635853014,0.288806467,0.026290602,5480,0.2,3484.474516,1400.332158,0.240672056,337.0208192
WEAKFISHATLC,2.464223117,0.368995014,0.087880718,33258.45871,0.2,81956.2628,32936.38391,0.307495845,10127.8012
WHAKEGBGOM,1.532755123,0.224662613,0.033830708,48754.94062,0.2,74729.38498,30032.0638,0.187218844,5622.568264
WHITMEDGSA29,1.561614495,0.359118553,0.117463652,51222.10313,0.2,79989.1787,32145.85692,0.299265461,9620.144686
WHITNS-VIId,2.322547079,0.162921986,0.123952807,715000,0.2,1660621.161,667366.4004,0.135768322,90607.21625
WHITVIa,0.437788318,0.298123515,0.043964966,235970.3642,0.2,103305.0689,41515.99028,0.248436262,10314.07745
WHITVIIa,1.707822168,0.325131203,0.048225994,61000,0.2,104177.1523,41866.46101,0.270942669,11343.41071
WHITVIIek,1.061419029,0.525052862,0.111944871,123541.0456,0.2,131128.8167,52697.73046,0.437544052,23057.57851
WINFLOUN4T,0.555736199,0.081375948,0.087511089,812693.689,0.2,451643.3015,181505.3134,0.06781329,12308.47252
WINFLOUN5Z,0.567751507,0.238909743,0.089109713,48208.73156,0.2,27370.57997,10999.62223,0.199091452,2189.930763
WITFLOUN4RST,0.263155098,0.03570489,0.02526577,187721.0737,0.2,49399.75747,19852.65459,0.029754075,590.6973674
WITFLOUN5Y,0.68389539,0.150592861,0.035926683,55230.91175,0.2,37772.16594,15179.78634,0.12549405,1904.972872
WLFLOUNNPAC,2.006096314,0.208420748,0.04548308,1200,0.2,2407.315576,967.4461389,0.173683957,168.0298732
WMARLINATL,1.179729814,0.073496213,0.009947911,38200,0.2,45065.67889,18110.88562,0.061246845,1109.234595
WPOLLEBS,0.993046275,0.478185466,0.104799494,13100000,0.2,13008906.2,5227987.639,0.398487888,2083289.753
WPOLLGA,0.936508939,0.162151662,0.092148946,2900000,0.2,2715875.923,1091449.622,0.135126385,147483.6422
WPOLLNAVAR,1.436373735,0.417492331,0.12279625,3561248.707,0.2,5115284.106,2055717.957,0.347910276,715205.402
WPOLLNSO,2.48247889,0.098066773,0.05487161,13257938.59,0.2,32912552.67,13226816.76,0.081722311,1080926.028
WROCKPCOAST,0.882491495,0.131020281,0.021059318,183000,0.2,161495.9435,64901.59767,0.109183568,7086.187979
WSHRIMPGM,0.51347278,0.29382931,0.131664316,1899407.451,0.2,975294.0237,391948.7943,0.244857758,95971.70302
YEGROUPGM,1.358155613,0.039720104,0.027389606,15000,0.2,20372.3342,8187.184204,0.033100087,270.99651
YELL3LNO,0.709080166,0.397314566,0.153671151,531150.3992,0.2,376628.2131,151358.4318,0.331095472,50114.09141
YELLCCODGOM,1.926856655,0.511306403,0.168203434,5267.449278,0.2,10149.61969,4078.90452,0.426088669,1737.974999
YELLGB,3.962259009,0.257623076,0.066576487,34900,0.2,138282.8394,55572.77175,0.214685896,11930.69031
YELLSNEMATL,0.85201814,0.555291934,0.108779399,50831.08109,0.2,43309.00315,17404.91703,0.462743278,8054.008361
YEYEROCKPCOAST,0.991445958,0.026636508,0.001054398,8880,0.2,8804.040111,3538.146264,0.02219709,78.53655083
YFINATL,1.026397184,0.189428165,0.001676414,1940000,0.2,1991210.537,800222.8561,0.157856805,126320.623
YFINCWPAC,0.759962851,0.153179025,0.033078671,8620000,0.2,6550879.772,2632651.657,0.127649188,336055.8452
YFINEIO,0.941126398,0.132391115,0.036538744,6600346.858,0.2,6211760.663,2496367.293,0.110325929,275414.0411
YFINEPAC,0.615744394,0.233080685,0.103980581,12577728.74,0.2,7744665.961,3112407.552,0.194233904,604535.0712
YNOSESKACSCH,1.810811226,0.044328443,0.005904481,13700,0.2,24808.1138,9969.824541,0.036940369,368.289002
YNOSESKASCH,1.04844548,0.067706717,0.003828092,30800,0.2,32292.12079,12977.4791,0.056422264,732.2187521
YSOLEBSAI,1.160728965,0.124628959,0.035985255,3360000,0.2,3900049.321,1567342.352,0.103857465,162780.2042
YTROCKNPCOAST,0.919622813,0.236268091,0.0797774,149000,0.2,137023.7991,55066.79169,0.196890076,10842.10481
YTSNAPSATLCGM,1.113542305,0.132218185,0.054682558,26800,0.2,29842.93378,11993.20577,0.110181821,1321.433249
